"A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"A5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"A6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"B2","treatX","14","7759","221.648224071814","13.8530140044884","15.8320160051296","16.0074861340025","0.0567735054874112","0.23236445125323","1"
"B3","treatX","16","12520","357.653791130186","22.3533619456366","22.3533619456366","23.2244897128414","0.0434315547024952","0.15302514973084","1"
"B4","untreated","13","2601","74.3017181093941","4.64385738183713","5.7155167776457","4.94526021952804","0.047301514683153","0.182321063862973","1"
"B5","untreated","10","1214","34.6798484370644","2.16749052731652","3.46798484370644","3.05329274700788","0.214326843853821","0.679615162509556","1"
"B6","treatY","11","2450","69.9881620023127","4.37426012514455","6.36256018202843","6.97839441381903","0.133854825748257","0.885052637439815","1"
"B7","treatY","12","1597","45.6208549868137","2.85130343667585","3.8017379155678","3.70776895378186","0.250478940063091","0.685653657096486","1"
"B8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"C2","treatX","14","5965","170.39974952808","10.649984345505","12.1714106805771","11.1684544050372","0.080569921021677","0.407955767402239","1"
"C3","treatX","13","8498","242.75893905945","15.1724336912157","18.6737645430347","15.1832576209595","0.0485690889805539","0.106737854558888","1"
"C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"C5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"C6","treatY","10","779","22.2533788570619","1.39083617856637","2.22533788570619","1.72461980593976","0.402666736020806","2.50042461528222","1"
"C7","treatY","12","1395","39.8504024462148","2.49065015288843","3.3208668705179","4.07040742768975","0.241222443962401","0.797265445285033","1"
"C8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"D2","treatX","15","12609","360.196218239658","22.5122636399786","24.0130812159772","21.8703500036687","0.0377732444020962","0.175885235589864","1"
